"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story: </strong><em>After Winter's companion dolphin passes away due to old age, the team of marine experts at the Clearwater Marine Aquarium (who had earlier rescued and rehabilitated Winter in Dolphin Tale) try to find her another dolphin companion before they lose custody of her to another facility that can offer Winter better care. </em><br>
<br>
<strong>Review: </strong>Finding a new companion for Winter is a high-priority task for the folks at Clearwater Marine Aquarium (CMA), because dolphins are social creatures and get depressed when in isolation, leading to all sorts of health problems.<br>
<br>
Aquarium head Dr Clay Haskett (Connick Jr) and the teenaged Sawyer (Gamble), who had bonded with the bottle-nosed dolphin in the first movie, are aware of this. Sawyer, incidentally, is now established as an instructor at the aquarium. Dr Clay faces added pressure from the aquarium's investors because, being the star attraction, Winter is their money-spinner. Clearly, no one is happy with the prospect of letting go of Winter.<br>
<br>
In another development, Sawyer is also offered an important study programme that would involve him being at sea for a period of time and thus separated from his beloved Winter. He cannot go until a new companion is found for the depressed dolphin.<br>
<br>
Meanwhile, an injured dolphin is found and everyone – Clay's daughter Hazel (Zuehlsdorff) included – hopes this new addition to the aquarium will bond well with Winter. But the new entrant, appropriately named Hope, does not warm up to Winter because of the latter's prosthetic tail. So, Dr Cameron McCarthy (Freeman) designs an even more natural-looking appendage which does the trick.<br>
<br>
What is appreciable about the film is that Smith makes no attempt at giving the dolphins an anthropomorphic treatment. While the plot can feature some overly emotional parts, this is by and large a tale gently told with sensitivity as well as the benefit of some serious research having gone into the behaviour of these intelligent creatures.<br>
<br>
Featuring a few beautiful scenes that will probably warm the heart of the most hardened cynic, Dolphin Tale 2 makes for some wholesome family fare.<br>

","3.5"
"<div class='Normal'><strong>Story</strong>: <em>After erasing his memory, Thomas (Dylan O'Brien) is mysteriously deposited to the Glade – a grassy field, surrounded by high walls of a gigantic maze, where a few other boys have been trapped too. Can the group escape the deadly maze? </em><br>
<br>
<strong>Review</strong>: Horrified by the situation and plagued by flashes of an unsettling dream, Thomas seeks answers from fellow prisoners, who are equally clueless. All they know is how every morning, the door to the maze opens, giving the best runners of the group an opportunity to map the ever-shifting labyrinth to find a way out.<br>
<br>
However, they must return before the gate closes, as spending the night inside would mean battling dangerous creatures called the Grievers. In spite of multiple attempts, no one has ever escaped the maze so far. Could Thomas be the key?<br>
<br>
Based on James Dashner's popular young adult novels, this dystopian, post-apocalyptic thriller has the ability to make you feel claustrophobic, every time the runners squeeze themselves through the narrow pathways of the maze. A few of these fast-paced sequences are bound to leave you breathless with anxiety. Tense, dark and atmospheric, constant fear of the unknown grips you, keeping you on the edge of your seat throughout.<br>
<br>
While its 'battle for survival in a controlled environment' theme reminds you of 'The Hunger Games', this has its own twists and turns. The teen actors perform with utmost conviction and are impressively understated. Also, what sets this film apart is how the story focuses on human emotions as much as it does on special effects. You feel for the characters and their trauma.<br>
<br>
Ultimately, the plot provokes you to think if 'being safe to suffer' is better than 'risking your life to look beyond the obvious'. It also convinces you to move out of your comfort zone and face your fear. The climax might seem underwhelming for some but the build-up is a sure-shot winner. Deserves a sequel...<br>

","4"
"<div class='Normal'><strong>Story: </strong><em>Set about a decade in the past, Matthew Scudder (Neeson) is a former cop and a reformed alcoholic who pays the bills by being a private investigator. A drug dealer hires him to find his wife's killers. He finds out that the perpetrators are depraved serial sex offenders and murderers.</em><br>
<br>
<strong>Review: </strong>Liam Neeson taps into the same grit and determination that he did for his role in Taken, but this movie seems like a distant cousin of the former. Tombstones follows a pattern that you might recognize from some of Neeson's recent work, but there are many aspects that make this well-made film also quite refreshing, with some interesting turns. For starters, few shots are fired. In fact, Scudder prefers the use of a firearm as a means of last resort.<br>
<br>
The grizzled Scudder still uses payphones and is wary of newfangled gadgets. Kenny Kristo's (Stevens) story about his wife's kidnapping and murder has Scudder committed to the case. While researching in a library, Scudder befriends a homeless boy TJ (Bradley) whom he reluctantly accepts as a helper during his investigations. We also learn why Scudder quit the police force and alcohol after an encounter outside a bar led to the death of an innocent bystander girl.<br>
<br>
Things get more intense when another much younger girl is kidnapped. The movie evolves into a more complex yet nuanced direction. Grey and brown visual tones are used as if to signify the morally ambiguous choices Scudder has to make to find and apprehend the pervert perpetrators Albert (Thompson) and Ray (Harbour). These streets are mean and the overall tone is that of no-nonsense and even eerie at times. And yet, Neeson's character is inherently solid, likeable and even wryly funny at times. In fact, most of the major characters are well fleshed-out. Except, oddly enough, the bad guys seem random and Scudder seems to gain the psychological upper hand over them almost too easily. Nonetheless, the movie is classic Liam Neeson and like any good thriller, keeps you guessing till the end.<br>

","3.5"
"<div class='Normal'><em><strong>Story:</strong> Paul (Jason Patric) is a devoted dad who has left behind his life of crime. But he reprises his past combat experience as he, with some help from an old chum (Cusack), shoots his way through a trail of bad guys in the quest to locate and rescue his missing daughter Beth (Gia Mantegna). Along the way, Paul faces up his old gangster nemesis Omar (Bruce Willis).</em><br>
<br>
<strong>Review: </strong>The Prince follows a fairly by-the-numbers plot of the angry dad (remember Liam Neeson in *Taken*?) who will break as many bones as necessary and let loose a hail of gunfire in order to bring his daughter to safety. Paul's daughter seems a nice enough college-type girl, but as is always the case in movies like this, there's more than meets the eye as regards her disappearance.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2"
"<div class='Normal'><em><strong>Story: </strong>Mia Hall (Moretz) is in a coma after meeting with a car accident. While her body lies in stasis, her spirit lingers over memories and her loved ones and a decision she will have to ultimately take - should she fight for her life or shrug off her mortal coil?</em><br>
<br>
<strong>Review: </strong>Mia is a cellist who, one fateful day, falls victim to a tragic and deadly car accident. Along with her family, she's on the way to visit some friends. En route, the car hits an icy patch on the road and skids out of control. The paramedics arrive on the scene and go about swiftly treating the victims. Meanwhile, the perspective shifts to a disoriented Mia who, dazed and confused, tries to figure out what is going on?<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><em><strong>Story: </strong>Two hustlers set out on a get-rich-quick scheme involving the kidnapping of a rich man's socialite wife followed by a fat ransom demand that they hope will net them a big cash bonanza. However, things can go wrong and indeed, they do in this comedic caper of double-crosses and deceit.</em><br>
<br>
<strong>Review: </strong>Frank Dawson (Robbins) is a real estate big shot who accumulated his wealth by some questionable means. Nonetheless, he has pretty much everything in life including the trophy wife Mickey (Aniston) who is also, as mentioned earlier, a flighty socialite.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story: </strong>Starting with the story of Marv (Rourke, from the previous movie) who tries to piece together various events, Sin City's shadowy, gritty and bloody tales are graphically spread over a group of stories or chapters, told using the neo-noir aesthetic in an ultra-stylish, ultra-violent fashion.</em><br>
<br>
<strong>Review: </strong>Almost a decade has passed since the first Sin City but without missing a beat, ADTKF presents the same palette of light and shade, this time with a deeper darkness. The monologues mouthed through clenched teeth by tough men in a gravelly drawl, the deliberately clichéd lines and characterizations are also present in this part-adaptation of Miller's second novel in the Sin City series. There's something similar to the first one, as well as something different this time around, again with strong cast.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><em><strong>Story: </strong>The latest in the *Step Up* series brings together many of those in the previous versions for a 'dance-off royale', so to speak, in Las Vegas. Amidst the glitter and sequins, the fortunes of their futures hang in the balance.</em><br>
<br>
<strong>Review: </strong>First, the good. To be fair, the film's strongest suit is the stellar dance and choreography that you will be treated with, should you decide to go see it. Apart from that, the elaborate sets where all the foot-tapping and hip-swaying takes place also look pretty slick with some fancy camera angles - just like you'd see on a top-notch international dance reality TV show. The uninteresting? Pretty much everything else.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story: </strong>Shredder is the head of a shadowy crime gang called the Foot Clan. He intends to cause great harm to the residents of New York City by releasing a deadly toxin. It is only the turtles who, along with some help from a journalist, can save the day.</em><br>
<br>
<strong>Review: </strong>April O'Neil (Fox, in fine form and shape) is a journalist with a TV channel who is frustrated with the fluff (or 'froth', as her somewhat lecherous cameraman played by Arnett, calls it) stories she covers. She wants to get her teeth into a real story and that falls into her lap one day when she witnesses a robbery at the docks apparently perpetrated by the Foot Clan. More importantly, she also witnesses a human-like creature appear out of nowhere and beat the living hell out of the criminals. Soon enough, O'Neil encounters all of them and realizes she has a huge story on her hands - a career changer that will give her just the kind of credibility she craves. But obviously her editor (Goldberg) isn't buying it and sacks her. She pursues the story anyways.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story: </strong>An expert former CIA agent is coaxed out of retirement to return to the international circuit for one more secretive and needless to say, dangerous mission. But in the tangled world of international espionage, who can he trust?</em><br>
<br>
<strong>Review: </strong>Peter Devereaux (Brosnan) is the cool-headed but hardened CIA killer and a veteran of many international espionage missions while his protégé David Mason (Bracey) is impulsive and has an easy trigger finger. The flashback opening shows Mason botch a mission that he and Devereaux are on, by shooting a civilian. Things subsequently get a bit messy between the two. This is when the teacher-student relationship goes sour. This messed-up dynamic underscores much of the rest of the film.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story: </strong>Barney Ross (Stallone) and his battle-hardened warriors are back, this time augmented by the addition of new recruits. After springing their buddy out of prison, the Expendables are thwarted by arms dealer Conrad Stonebanks (Gibson) while on an intercept mission. Stonebanks is also wanted by the US government. What's worse, Conrad used to be Barney's old friend.<br>
<br>
<strong>Review: </strong>Expendables 3 brings together almost every Hollywood action star you've seen on screen from the 1980s and 1990s and gathers them together in a movie that has all the finesse of a tank and a helicopter in a glorious head-on collision. The barely-there plot seems like an afterthought, almost like a token concession given to the main thrust of this movie, which is really all about dishing out some good ol' school mayhem.<br>
<br>
What is complex, however, is the cast list (evidenced by the over-crowded movie poster). Ross is the leader, Lee Christmas (Statham) has a way with knives, Yin Yang (Li) is the obligatory martial arts expert, Trench (Schwarzenegger) still has an appetite for large caliber weapons and fat cigars, Doc (Snipes) is a former medic who is liberated from prison (and thereafter almost forgotten) and Gunnar Jensen (Lundgren) is a loose cannon with a volatile temperament. Drummer (Ford's debut in the franchise) is the mission organizer.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story: </strong>Jonas (Thwaite) lives in a utopian society that celebrates conformity and uniformity to preserve peace. He is chosen to be the next 'Receiver of Memory' and learn about the primal feelings of the past world. The more he learns, the more he realizes how fake his carefully engineered society is.</em><br>
<br>
<strong>Review: </strong>A squeaky-clean city is portrayed in flat monochrome (a visual metaphor for a society controlled by a rigid code of rules, where individualism and the questioning of authority are discouraged) and is perched on a hilltop and surrounded entirely by clouds.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story:</strong> Hassan's family starts a desi joint in a French village - opposite a Michelin-starred restaurant. What happens when rival Madame Mallory discovers Hassan's talent?</em><br>
<br>
<strong>Review: </strong>So, The Hundred-Foot Journey is an interesting dish - it's about food but actually, it's not. It's about relationships, loss and the fulfillment a great meal - and a new bond - brings. After losing his wife (Juhi Chawla, wasted in a blink-brief role consisting of stirring pots while mouthing cringe-inducing clichés like, 'Sea urchins taste of life') in a Mumbai riot, restaurateur Kadam (Puri) and his five children, including gifted Hassan (Dayal), relocate and start a desi eatery in a French village - opposite haughty Madame Mallory's (Mirren) Michelin-starred restaurant.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story</strong>: <em>Towering tornadoes take centre-stage here as they cut through small towns in America like a hot knife through butter. A group of storm chasers and a few add-ons try to document the destruction.</em><br>
<br>
<strong>Review</strong>: Pete Moore (Walsh) is obsessed with tornadoes and will take great risks to get the perfect shot. In fact, it wouldn't be too far from the truth to call him way beyond eccentric. With him is a meteorologist single mom Allison (Callies), who keeps in touch with her young daughter using video chat, when not chasing storms. The biggest name in the cast is Armitage, (last seen in the Hobbit films). Here, he plays Gary, Silverton High School's Vice Principal in the town where the action unfolds. His two estranged sons Trey (Kress) and Donnie (Deacon) have yet to come to terms with the passing of their mother who died two years ago. And so, the movie is essentially about running away from tornadoes, running towards them or taking shelter from tornadoes.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story:</strong> A bounty hunter finds himself pursued by powerful enemies after he steals an orb. Realising that the orb can be deadly in the wrong hands, he forms a team with four other dodgy individuals, all united by a common cause – to keep the orb (and what it contains) from the wrong hands.</em><br>
<br>
<strong>Review: </strong>Marvel's latest offering is quite unlike any in its genre. Apart from wit, guile, strength and a gift for being resourceful, these Guardians are quite the underdogs. Peter Quill (Pratt) is the aforementioned bounty hunter and the villains – Ronan (Pace) and his lord Thanos (Brolin) – want the orb for what it contains.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>Story</strong>: <em>One wrong decision lands Lucy (Scarlett Johansson) in trouble and changes her life forever.</em><br>
<br>
<strong>Review</strong>: Lucy is deceived by her shady boyfriend, who coerces her into undertaking a delivery job. Little does she know that she has been used as a drug mule instead! However, the victim in her becomes lethal when she is accidentally exposed to an overdose of the very experimental drugs she is about to transfer.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story</strong>: Two dim-witted but earnest cops are sent on an undercover mission to a college to bust a local drug ring. Will they manage to bust the drug kingpin?<br>
<br>
<strong>Review</strong>: 22 Jump Street is one of the better playful satires on the buddy cop sub-genre to be made in contemporary times. This film doesn't take itself seriously at all and that's a good thing because if it did, it would be abysmal. Instead, you're laughing with them and you're in on all the jokes.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story</strong>: <em>The mighty Hercules (Johnson) is presented in a revisionist light. Not only does he have to kick some serious ass, he also needs to silence his inner demons and defeat an evil king.</em><br>
<br>
<strong>Review</strong>: Brett Ratner has put much effort into removing Dwayne Johnson's Hercules from the lofty pedestals of immortality and infallibility and placing him on decidedly mortal ground. Sure, Hercules' biceps can rival a truck tyre in girth. But this mythological marauder now also feels pain on both physical and emotional levels.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><em><strong>Story:</strong> As murder, fascism and war surround, can Gustave and his iconic hotel survive?</em><br>
<br>
<strong>Review: </strong> Wes Anderson is Hollywood's Lewis Carroll - and The Grand Budapest Hotel is his Wonderland. Set in the imaginary Eastern European republic of Zubrowska, in the delicately hysterical years between two World Wars, the Grand Budapest Hotel is a lacy handkerchief of nostalgia, a naughty piece of silky lingerie - and a dagger soaked in blood.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><em><strong>Story: </strong>When Dusty the racing plane can no longer race due to a gearbox that's out of whack, he gets a second chance with a new job as a forest fire-fighting plane along with The Smokejumpers.</em><br>
<br>
<strong>Review:</strong> If there ever was a film with a more literal title that tells you exactly what you're going to expect over the next hour and a half or so, it is this one. With the movie seemingly set in a retro-looking America, Dusty Crophopper (Cook) is an over-zealous but under-powered single-engine plane who lives and loves to race. But he fries his gearbox during a warm-up for the Corn Fest race one day. Back in the hangar, Dusty is told by a mechanic plane that he can only hope to fly high without crashing to the ground if he keeps his ground speed below the red line limit as shown on his speedometer.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2.5"
"<div class='Normal'><strong>Story: </strong><em>Gretta (Knightley) and Dave (Levine) are a couple but are also song-writing partners. When Dave gets his big break, will their love and artistic integrity be sacrificed at the altar of his musical success?</em><br>
<br>
<strong>Review: </strong>Struggling record label exec Dan (Ruffalo) and Gretta are both a bit worn at the seams after being dealt a few bad cards by the hand of fate. Dan is no longer on talking terms with his wife Miriam (Keener) while Gretta is heartbroken and angry, for hell hath no fury like a woman cheated on. And in this case, the cheat is her longtime beau, fellow musician and apparent babe-magnet Dave, who took matters beyond music and into the boudoir with a female producer in Los Angeles.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story:</strong> <em>After a deadly virus almost wiped out the human race, the evolved apes led by Caesar live peacefully in the woods. But their safety is threatened, when a few human survivors trespass on their land</em>.<br>
<br>
<strong>Review</strong>: Dawn of the planet of the apes is a sequel to Rise of the Planet of the Apes (2011). The decade after humans were decimated due to a pandemic, the genetically evolved ape population continues to thrive. Led by the righteous Caesar (Andy Serkis), an ape raised by James Franco in the previous film, the talking species live peacefully in the forest. They love their families and are content that their nation won't be invaded. However, the safety of the growing clan is threatened once again when a few gun-wielding humans enter their territory, looking for a source to generate electricity. Will Caesar trust the humans again and even if he does, can they be trusted? Who will emerge as earth's dominant species?<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>Story</strong>:<em> The film adaptation of John Green's best-selling novel centers around two cancer-stricken teens, Hazel and Gus, who fall in love knowing theirs won't be a 'happy ending'.</em><br>
<br>
<strong>Review</strong>: Most love stories end with 'and they lived happily ever after'. But what happens when you may not live another day? Will you still fall in love, knowing your time is limited?<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>Story</strong>: <em>The Autobots are in hiding as they're being hunted down by the CIA with the help of a ruthless bounty hunter Transformer. When a broke inventor accidentally 'finds' Optimus Prime, the CIA and the Decepticons make a beeline for them.</em><br>
<br>
<strong>Review</strong>: Transformers takes a little time to really build up, with the necessary character-establishing scenes of the humans. Cade Yeager (Wahlberg) lives in the Texas countryside with his daughter Tessa (Peltz). Struggling to pay the bills, he invests every cent into buying and re-purposing what Tessa calls 'junk'. She is skeptical that the eager Yeager will one day make a game-changing invention. Yet later, when the pace kicks in, Bay ensures that you are blindsided by a juggernaut of metal.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story</strong>: <em>A chef in a fancy restaurant is removed from his job one day and strikes out on his own, on the road, by starting a food truck. And in doing so, he finds his true calling in life.</em><br>
<br>
<strong>Review</strong>: If you're passionate about food, this movie, replete with its food imagery, will whet your appetite for all things epicurean. But apart from that, this is a simple story that is simply told, with various food analogies, of a man who breaks a monotonous cycle and follows his instincts.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3.5"
"<div class='Normal'><strong>Story</strong>: <em>Hollywood actress Grace Kelly marries into royalty. The film looks at how she manages her own identity amidst a political crisis between Monaco and France. </em><br>
<br>
<strong>Review</strong>: The idea of Hollywood screen legend Grace Kelly (Kidman) marrying into European royalty seems like a fairytale come true. As with most things that are too good to be true, however, all is not well in this royal household. There are murmurs of intrigue, shadows of suspicion and dollops of doubt. In short, the royal affair seems riven with various undercurrents and enough fodder, seemingly, for a meaty story.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2.5"
"<div class='Normal'><strong>Story</strong>: <em>Four years after Hiccup (Jay Baruchel) befriended Toothless, the dragon, the duo (now inseparable) embarks on new trips of discovery. However, disturbing their idyllic setting and peace of the land is a mighty dragon trapper with vicious intentions. Can the dragon riders rescue dragons from the clutches of the mighty villain who wishes to form a dragon army for his own good?</em><br>
<br>
<strong>Review</strong>: How to train your Dragon 2 should be studied by filmmakers to learn 'how to make a sequel'. For a change, it is not just a rehash or remake of the 2010 Oscar-nominated film. While keeping the spirit, titular characters and visual excellence of the previous installment intact, a new story, characters and plot twists are introduced to lend novelty to the proceedings. The makers manage to keep the high-flying action and pace impressively consistent. Not once do the scenes get sluggish. The 3D animation breathes life into the story, without overpowering it.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>Story</strong>: <em>The Mimics are set to take over the world in this post-apocalyptic outing. Humanity's hope rests on a soldier who is caught in a time loop. Can he use his powers to defeat the alien hordes?</em><br>
<br>
<strong>Review</strong>: US Army Major William Cage (Cruise) is not exactly warrior material. Serving as a lily-livered media-relations officer, he has neither the guts nor the gumption for actual combat, even if it is a battle on which the fate of the world hinges. When he is summoned to London by General Brigham (Gleeson) for a briefing, he is given a mission that's a one-way ticket to the front-lines in Normandy, France.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
