"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story: </strong>Set in the early 1900s, ‘The Lost City of Z’ tells the story of Percy Fawcett (Charlie Hunnam) and his unexpected discovery – proof of an ancient South American civilization, in this biographical drama directed by James G.<br>
<br>
<strong>Review: </strong>Creating a biographical action-adventure drama understandably presents a lot of challenges, namely: staying true to the historical figure being depicted, and to the series of events in his life that make him distinctive enough for a biopic. Director James Gray chooses to tell Percy Fawcett’s story from his early days as a British officer, his interactions with the Royal Geographical Society, his voyages into the Amazon forest, his service during WWI – all interspersed between his personal life and the relationships with his family. At first, Percy’s motivations appear to be an attempt to ‘restore his family name’, gradually evolving into something much grander and altruistic. If this appears to be a lot to juggle between – you’re onto something.<br>
<br>
It’s not unusual for biopics to paint across the vast canvas of a person’s life, but James Gray could have benefitted by penning a tauter, leaner screenplay. The film feels stretched out at over two and a half hours, and wouldn’t be as hard to sit through if the lead character’s evolution was depicted with some charisma to elevate the protagonist's passion and motivation. Charlie Hunnam adds ample substance to Fawcett, but key elements of his persona - his drive, and curiosity to discover a new civilization, and the conflict faced by leaving his family behind on each journey, don’t come across as profoundly as intended. Hunnam is surrounded by a more versatile cast - Sienna Miller as his wife Nina and (surprise) Robert Pattinson as fellow explorer Henry Costin, each have moments that shine, although it is Tom Holland as his son Jack who adds more emotional weight towards the end.<br>
<br>
There are memorable moments even if the film fails to build on them to keep the momentum going, and to justify such a bloated runtime. Gorgeous cinematography and inspired performances are thrown off by clunky editing to make ‘The Lost City of Z’ an unbalanced, but fascinating watch.

","3.5"
"<div class='Normal'><strong>Story: </strong>Henry Turner and Carina Smyth are looking for the Trident of Poseidon. Jack Sparrow could also use it to defeat the evil half-dead man hunting him down for revenge. So they join hands and set sail…<br>
<br>
<strong>Review: </strong>Time and tide wait for none. Not even for the likes of Johnny Depp and Javier Bardem, two supremely talented actors captaining this ambitious finale to the Pirates Of The Caribbean franchise. As time runs out and tides become stronger, Bardem and Depp take turns at the wheel, and barely manage to bring the ship to shore.<br>
<br>
The movie has the makings of an epic adventure. The VFX is stunning, the actors’ comic timing is impeccable, cinematographer Paul Cameron’s sweeping shots of cramped Caribbean towns and the vast nothingness of sea are impressive, and the pace keeps you hooked.<br>
<br>
But Salazar’s Revenge is mainly held back by two common problems of the franchise. 1) The adventures lack the element of surprise; they’re more like road-trips with pre-determined pitstops now (a menacing villain, a curse here or there, a witch guiding the pirates, etc). And 2) The absolute irrelevance of Jack Sparrow to the main plot. Is there another movie that requires so little of its protagonist?<br>
<br>
Even in Salazar’s Revenge, Sparrow (Depp) continues to be a charming, drunken pirate who waddles into a quest for the ultimate treasure. Henry’s (Thwaites) quest, to be precise. As Henry tries to find Poseidon’s Trident and free his father (Orlando Bloom in a cameo) from a curse, he runs into Carina (Scodelario), who is also after the Trident as a means to connect with her own estranged father. But the young adventurers need a ship and a captain to take them to the treasure. And that’s the bare minimum Sparrow can do. Sparrow, in turn, is running away from Salazar (Bardem), a half-dead-half-alive ghost-man thirsty for revenge.<br>
<br>
The plot twists are too bizarre and yet not too unbelievable. The movie thrives on star-power, cameos and special effects. But the visual treat of a climax will pull the wool over your eyes, and you will buy into the fantasy.<br>
<br>
Go on this final voyage. The seas might get a bit rough but the pirates won’t rob you off a good time.

","3.5"
"<div class='Normal'><strong>War Machine </strong><strong>Story: </strong>David Michôd, the writer-director of War Machine, recreates a U.S. General’s roller-coaster rise & fall as part reality, part savage parody – raising the spectre of where the line between them lies today. At the story’s core is Brad Pitt’s sly take on a successful, charismatic four-star general who entered Afghanistan like a rock star to command NATO forces only to be taken down by a journalist's no-holds-barred exposé.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>The Circle </strong><strong>Story</strong>: Mae joins The Circle (a social media giant) as a low-level employee. A small act of rebellion catapults her up the corporate ladder and she soon finds herself in the driver’s seat, navigating the company’s biggest, riskiest plans.<br>
<br>
<strong>The Circle </strong><strong>Review</strong>: Privacy in the Internet Age will soon be a sub-genre of thrillers. And as necessary as this conversation is, we’ve witnessed it onscreen before.<br>
<br>
From David Fincher’s morally ambiguous The Social Network to the recent Emma Roberts thriller, Nerve and from a slew of Facebook-themed horror movies (the if-you-unfriend-me-my-ghost-will-kill-you kind) to the HBO show Silicon Valley, we’re now familiar with the shady functioning of evil tech-billionaires and other disadvantages of going down the slippery slope of social networks.<br>
<br>
The Circle simply parrots these threats. It revolves around Mae (Emma Watson), the newest employee of The Circle, a one-stop shop that has overtaken all other social networks. Its bosses, Eamon Bailey (Tom Hanks) and Tom Stenton (Patton Oswalt), have a unique vision for its future, and soon, Mae finds herself strapping on a camera and participating in their scheme to achieve “complete transparency.”<br>
<br>
<br>
The movie quickly turns into an all-star episode of Big Brother (Bigg Boss) and we see Mae sharing her life with the world. As she rises to Internet prominence, she starts losing hold of reality.<br>
<br>
That Mae will come to her senses and take her bosses down is as painfully obvious as the Facebook logo is blue. But the movie works purely as a cheap-thrills thriller in a lot of places where you just want to follow Mae and see her turning into an evil version of herself. A particularly interesting sequence has her colleagues giving her grief for not being on the social network, and it is at once familiar and sad. We’ve all joined the Snapchat we don’t understand and logged on to the Twitter we don’t have the vocabulary for due to peer pressure.<br>
<br>
Watson struggles with her grey character but is mostly believable; Hanks is smooth as a scheming social media mogul. Both actors try to infuse some humour and work with what they have.<br>
<br>
The Circle has the makings of a great thriller but just isn't well-rounded enough to leave a mark.","3"
"<div class='Normal'><strong>Story: </strong>Madeline suffers from a rare disease of the immune system that requires her to remain indoors at all times. But when Olly moves in next door, she realizes that there’s more to the world than the glass walls that restrict her.<br>
<br>
<strong>Review:</strong> Here’s the thing about cliche romantic gestures: you tend to buy them (no matter how many times you’ve seen them before), if attractive teenagers are selling them to you in a feel-good romcom setting.<br>
<br>
Everything, Everything has a bucketload of these cliches. It gives you a princess trapped in a glass (almost) castle. It gives you a wayward prince, who will rescue her. He will throw pebbles at her window, they will have their first kiss as fireworks go off in the background, they will be kept apart by the princess’s (evil) mother, and they will fight the world to be united. No surprises, no spoilers.<br>
<br>
Maddy (Amandla Stenberg) suffers from SCID, a rare disease that makes her immune system too weak to fight bacteria and infections. She has been cooped up in her house for 17 years and only wears white clothes. Enter Olly (Nick Robinson). He decidedly wears black, likes morose books and is kind of cynical owing to his dysfunctional family.<br>
<br>
Writer J. Mills Goodloe and director Stella Meghie spend a lot of time underlining how star-crossed Maddy and Olly are; how contradictory their lives have been. You don’t, for a second, question the fact that they’ll fall for each other.<br>
<br>
To be cliche and yet not get corny is very difficult, but the movie achieves this feat. You root for the characters instantly; the SCID barrier only adds charm to their awkward meetings - they’re lovers who can’t touch! It’s a smooth ride.<br>
<br>
Until one misguided turn drives the plot off a cliff. The seriousness of Maddy’s condition is moderated according to the need of the scene. The second half has a strong The Fault In Our Stars Deja Vu. And altogether too much time is spent on adventure sports in Hawaii. Go figure. A twist in the third act comes too late to save the movie from its highly predictable eventuality.<br>
<br>
Everything, Everything certainly isn’t what epic, heart-wrenching love stories are made of, but it’ll do as a date-movie that doesn’t demand everything of you.

","3"
"<div class='Normal'><strong>Story: </strong>Tony Webster’s mundane retiree life is thrown into a tizzy following a letter from an old acquaintance. He dives headfirst into his past, and reassesses a former relationship, a forgotten friendship and a few repressed memories only to come to rude realizations.<br>
<br>
<strong>Review:</strong> Four years later, Ritesh Batra opens another lunchbox and serves up a story that is at once simple and magical, like a hot home-cooked meal.<br>
<br>
We know the key ingredient in Batra’s pantry: he spins the best tales out of regular people with insignificant lives and a slight irregularity that alters it all. In The Lunchbox (2013), it was misaddressed notes sent in tiffin boxes. In The Sense Of An Ending, it is a letter that forces the protagonist to rethink the course of his life.<br>
<br>
Tony (Jim Broadbent) learns that his ex-girlfriend Veronica’s (Charlotte Rampling) mother has left him a diary that belonged to his friend. But Veronica refuses to part with the diary. As Tony narrates old events to his ex-wife Margaret (Harriet Walter), he realizes that he may have a rather convenient memory of a murky past.<br>
<br>
Jim Broadbent plays a letter-writing grumpy old man trapped in a world of smartphones and clicks and clacks; the movie thrives on his comic timing and vulnerability. Charlotte Rampling is a force of nature even in this understated role that requires her to not say much. Broadbent and Rampling’s younger counterparts (Howle and Mavor) also add great charm to the movie. Harriet Walter is superb as Tony’s ex-wife who has little patience for his irresponsibility and his obsessive soul-searching.<br>
<br>
Writer Nick Payne has done a credible job of infusing this emotional story with a good dose of thrill; the last act is so structured that you may be left deciphering the plot if you don’t watch with rapt attention. On rare occasions, the movie delves into unnecessary details. Michelle Dockery plays Tony’s pregnant daughter and the purpose of her character isn’t entirely clear (except for a very obvious connection to an event in Tony’s past). But these are minuscule flaws.<br>
<br>
With his English-language debut, Batra proves that his journey as a filmmaker is in sharp contrast with the title of his film.

","4"
"<div class='Normal'><strong>King Arthur: Legend of the Sword (3D) Story: </strong>Clueless about his legacy, Arthur (Charlie Hunman) grows up in the black alleys of the city, resisting his prophecy. But he is forced to acknowledge his blue blood once he pulls the sword from the stone like Thor’s hammer, unleashing the evil in his uncle Vortigern (Jude Law). Can he reclaim his honour and lead the resistance<br>
<br>
<strong>King Arthur: Legend of the Sword (3D) Review: </strong>As expected, this is Arthur’s origin story and is reminiscent of The Lion King. While we often believe that the visuals of an Indian action/ adventure are not a patch on Hollywood films, the tables seem to have finally turned. We can now proudly say that Baahubali (belonging to the same genre) beats this film hollow, when it comes to its scale, grandeur, opulence, storytelling and even emotional quotient.<br>
<br>
Of course Guy Ritchie has a unique style and if you fancy his idea of cool, this erratic film revolving around the Arthurian legend is bound to engage you. Replete with Ritchie’s trademark fast to slow-mo action cuts, witty one-liners, exciting chase sequences, elaborate sets and a swashbuckling hero who is always two steps ahead of his enemies, this action adventure keeps you on tenterhooks.<br>
<br>
While Hunman makes for an impressive Guy Ritchie’s Arthur, it is Jude Law, who turns out to be a total stunner, making evil look sexy. He is cold, cruel and irresistible. After playing Watson with much élan, his collaboration with the Sherlock director in a much diverse role does wonders for them once again. Hunman is delightful too. Astrid Berges-Frisbey makes her presence felt and Eric Bana is likable as usual as the righteous king.<br>
<br>
What doesn’t work is a rather embarrassing guest appearance by David Beckham and Guy Ritchie himself. Also, the visual effects in 3D seem pretty messed up after a while.<br>
<br>
Despite the inconsistency in pace and vision behind this unique take on the legend of Arthur, Ritchie pulls it off in style. This may not be one of his best works but it entertains, nonetheless. Daniel Pemberton’s music deserves a special mention too.

","3.5"
"<div class='Normal'><strong>Story:</strong> In the latest chapter of the ‘Alien’ series, colony ship Covenant goes off track in chase of a rogue transmission from a remote planet. The crew ends up fighting for their survival on an uncharted paradise that harbours a dark and dangerous secret.<br>
<br>
<strong>Review:</strong> In 1979, when the opening title for ‘Alien’ slowly emerged on screen along with its instantly memorable theme, viewers had no clue what to expect. They eventually discovered what the vicious extra-terrestrial was capable of, and collective screams were heard loud and clear. Almost a decade later, an entire army of these creatures would wreak havoc in a sequel that ramped up the action and scares. Since then, the series has regrettably descended into generic drivel in an obvious attempt to capitalize on its popularity. Under the reins of Ridley Scott – who directed the very first film – ‘Prometheus’ showed some signs of a possible revival, harking back to the origins of the iconic space beast.<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Story:</strong> In 'Guardians of the Galaxy Vol. 2' the newfound team's adventures continue as they fight their way to unravel the mysteries of Peter Quill's true parentage.<br>
<br>
<strong>Review:</strong> With the exception of ‘Captain America: The Winter Soldier’, the Marvel Cinematic Universe has notoriously struggled with their sequels. Be it Iron Man, Thor, or even The Avengers – none of the follow-ups managed to capture their predecessor’s magic. It’s not too surprising then that writer & director James Gunn tries to regurgitate the lightning–in-a-bottle success of the first film, by replicating some of the comedic elements that worked for it. Which isn’t entirely a bad thing – as this is arguably the most vibrant and whimsical comic book film we’ve seen in a while, and that’s precisely what it should be.<br>
<br>
<div id='mvslider' style='display:none;'>movie","4"
"<div class='Normal'><strong>Story:</strong> When Smurfette stumbles upon the evil wizard Gargamel’s plan to find a secret Smurf village and destroy it, she embarks on a quest to warn the exotic inhabitants of the attack.<br>
<br>
<strong>Review:</strong> The sworn enemy of the Smurfs, Gargamel creates the first female Smurf named Smurfette to try and gain access to the super-secret Smurf village. But Papa Smurf thwarts his efforts and does magic on Smurfette to get her over to the good side. While she looks like the Smurfs, she remains different than the others. Smurfs are supposed to specialise at one thing, (humour, baking, farming etc.), but she is a Jill-of-all-trades. On one ‘Smurfing’ trip, the evil Gargamel captures her and wheedles out information about another secret Smurf village. She breaks out of his prison, and struck by guilt, decides to go and warn the inhabitants of the other village with help from her friends Clumsy Smurf (Anton Yelchin), Brainy Smurf (Danny Pudi) and Hefty Smurf (Joe Manganiello).<br>
<br>
<div id='mvslider' style='display:none;'>movie","3"
"<div class='Normal'><strong>Unforgettable </strong><strong>Story: </strong>Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.<br>
<br>
<strong>Unforgettable </strong><strong>Review:</strong> Remember the sweet Katherine Heigl from romcoms like 27 Dresses and The Ugly Truth? Well, it looks like constantly looking for love took a toll on her. Here, she’s revamped her image and stepped into the shoes of a woman on the verge of madness.<br>
<br>
Tessa (Heigl) is the prim-and-proper American wife who wears pearls, speaks French and gives horse-riding lessons to her daughter. But her calm facade starts to crack when Julia (Dawson) enters her ex-husband David’s (Stults) life. Old demons start rearing their ugly heads and Tessa loses control. She targets the new woman, emotionally manipulates her own daughter, stages a fight to win her ex’s sympathy and even reconnects with Julia’s ex on Facebook.<br>
<br>
And while all of this is supposed to make you detest her, you end up feeling like she just isn’t trying hard enough! Being the supervillain in someone’s life surely requires more effort than badly constructed lies and amateur social media hacks. And this is where the movie loses you.<br>
<br>
Romantic thrillers about deranged exes are a dime a dozen and Unforgettable doesn’t have anything on the ones we’ve already seen. It looks like a half-hearted attempt at adapting The Hand That Rocks The Cradle and for a thriller, plays it too safe.<br>
<br>
The actors try to compensate for the predictability. Heigl is scary as the jilted ex with a stony disposition. Dawson plays a survivor of domestic violence and brings that vulnerability to her increasingly terrifying situation; a scene with her former lover is particularly impressive.<br>
<br>
But those are the only takeaways. We’ve seen crazier things done in the name of love on the big screen. Ultimately, it’s easier seeing Heigl pine for love than seeing her try to snatch it away from someone.

","2.5"
