"Cuerpo","Calificacion"
"<div class='Normal'>The film is a witty adaptation of journalist Toby Young's autobiographical account of the years he spent at Vanity Fair and his brush with Page 3 journalism. Of course, it doesn't exactly get as inventive when lifting the veils on celebrity journalism as The Devil Wears Prada did with the fashion world, but the misadventures of Simon Pegg in Sharp magazine do have their malicious moments.<br>
<br>
Journalist Sidney Young, a news hound who gets the celeb gossip any which way, gets a chance to move uptown when a New York publisher (Jeff Bridges) offers him a job in Sharp, his popular hobnob-with-Hollywood magazine. Now, getting close to celebs in a megapolis isn't quite easy as it seems, specially when your hormones are on overboil whenever you come in close contact with starlets like Sophie Maes (Megan Fox) and their hard-as-nails publicists like Eleanor Johnson (Gillian Anderson). But Young has co-worker, Kirsten Dunst to help him through the slithery maze, even though he can hardly see the hidden ardour in her eyes.<br>
<br>
Welcome to the glitz and grime of the paparazzi people. Peppy stuff.<br>

",
"<div class='Normal'>Nothing outlandish about this one, specially if you've seen the more evolved versions of alien monsters, like Predator and Species. Also, the film unfolds mostly in the dark, so you're left rubbing your eyes for a better dekko of the gooey apparition that is supposed to terrorise you. All you can make out of this extra-terrestrial goop is orange eyes, a giant beetle's silhouette and some yucky saliva.<br>
<br>
They call him Moorwen. At least that's what the alien, Kanian (Jim Caviezel) who accompanied him to planet earth tells us. And Kanian would know, since Moorwen was a stowaway on his space ship, as it crash landed on terra firma during the Iron Age. While Moorwen flees into the neigbouring forests and begins to feast himself on the villagers, Kainan is held captive by the Vikings who mistake him for the marauder. Doesn't take long before the Viking king realises he is actually their saviour and encourages his feisty daughter (Sophia Myles) to have a bit of fun on the side, since she's already betrothed to another Viking warrior (Jack Huston).<br>
<br>
Anyone know what Caviezel is doing in a film like this, after having wowed you with his Jesus Christ avtar in Mel Gibson's The Passion of the Christ?<br>

",
"<div class='Normal'>America may have its first black president, but there are still a lot of stories left to be told about racism and the rise of black power in the US. Honeydripper is one such sensitive tale of self-esteem and survival in Alabama during the 1950s, when most black people were supposed to pick cotton on the white man's farm.<br>
<br>
Entrepreneurship was obviously neither meant nor expected from them. Hence, the importance of Danny Glover who tries to run a small pub, despite the hostile environs around him.<br>
<br>
Honeydripper is Glover's little beer joint which has hit upon bad days and is fast losing out on business. The harried man has just a few days to clear his debts or else he loses his eatery, which once was the most popular jazz joint in the neighbourhood.<br>
<br>
He sacks his old jazz singer and decides to bring on a popular city guitarist to rev up the music and bring in the customers. But the guitarist fails to turn up and Glover thinks it's time to pull down the shutters when his step daughter reminds him of Sunny (Gary Clark Jr), the guitar-toting vagabond they had fed once. Sunny and his strange new guitar (read electric) not only mark a new beginning for Glover's business, they also usher in the age of rock 'n roll in this small hamlet that's trying to keep pace with the march of history.<br>
<br>
Like a rich and fading tapestry, the film successfully manages to create a lost world, a lost time. That we may never forget.<br>

",
"<div class='Normal'>There was a Kill Bill and there is a dead Bill. Of course, there are no similarities between this deadpan comedy about Bill's search for identity and Quentin Tarantino's high octane action film, other than the title.<br>
<br>
But titles can be terribly misleading, as can the cast. The filmmakers commit harakiri by reducing Jessica Alba to a mere tag-along-girl who steps in when Eckhart's wife (Elizabeth Banks) is busy with a bit on the side. And when Alba's not playing proxy, she's playing crosswords with a precocious little school boy. Simply not done.<br>
<br>
Middle-aged Bill (Aaron Eckhart) is on the cross roads of his life. His job sucks, his wife's cheating on him and his midriff's swelling. The only thing he digs are doughnuts, which obviously aren't good for him.<br>
<br>
And adding to his litany of woes is this new mentor programme, where he is saddled with a teen schoolboy who thinks life is fun, just fun. It doesn't take long for Bill to realise the boy's actually right and soon he's ready for a physical and mental make-over after shedding the gangrene off his life.<br>
<br>
So, who's mentoring whom? Camp fires, crackers, pyjama parties coupled with some hardballed fisticuffs is all it takes to make befuddled Bill come of age. Only, the fun parts seem to elude the viewer completely in this meandering, plotless venture.<br>

",
"<div class='Normal'>He's the archetypal Mr Under-Appreciated by now. For Adam Sandler has never really digressed from his first few roles of the affable underdog that made him a household name, some years ago. And like all 70 mm underdogs, Sandler too is a topdog in disguise. It doesn't take long for our bumbling hero to walk away with the Ferrari and the fair maiden, just like all those perfect Prince Charmings in the fairy tales. So how can it be any different with Bedtime Stories, where Sandler is actually supposed to tell happily-ever-after stories to two young kids. The metaphor must live on....<br>
<br>
Loser Sandler ends up as a handyman in the hotel his father built, simply because he isn't smart, urbane, yuppie, cocky. Or better still, he isn't Mr Butt Kisser, like his rival, Kendall (Guy Pearce) who not only plans to walk away with the top job, but also with the hot girl, who happens to be the owner's Paris Hilton-ish daughter.<br>
<br>
Having been bred on his father's bedtime stories, Sandler still believes fairy tales don't have sad endings. This belief is reiterated by his young nephew and niece, when he babysits them for a few nights, while their mom (Courtney Cox) goes job hunting. The kids always find a happy ending for his sad bedtime stories which always feature him as the loser hero, dreaming to grow from handyman to hotel incharge.<br>
<br>
Time for the magic to begin. One by one, the stories begin to turn true. It actually rains gumballs in drab real life, the fair maiden almost kisses him, the Ferrari seems to be round the corner and the zero is all set to metamorphose into a hero.<br>
<br>
This may not quite be the best from sad sack Sandler's gag bag, nevertheless, there's enough gooey stuff to keep the sweetness flowing. The film has some zany moments when Sandler's strange bedtime stories are actually translated on screen, complete with mermaids, monsters, gladiators, robots and space wars. But the essence lies in the emotional core, where Sandler tries to prove to the kids that he isn't the bad guy. He's the hero!This one's good timepass family fare.<br>

",
"<div class='Normal'>FORGET the twitter about aggrieved national sentiment. For, Slumdog Millionaire is neither poverty porn nor slum tourism. No, unlike what the desi nationalists' blogosphere claims, it is not a case of the infamous western eye ferreting out oriental squalor and peddling it as the exotic dirt bowl of the east. No, Slumdog Millionaire is just a piece of riveting cinema, meant to be savoured as a Cinderella-like fairy tale, with the edge of a thriller and the vision of an artist. It was never meant to be a documentary on the down and out in Dharavi. And it isn't.<br>
Danny Boyle actually treads into familiar territory. He takes the typical Bollywood tale of two brothers who have only one mission in life: survival. And he takes them through the usual ups and downs that we have witnessed so many times in the best and the worst of Bollywood masala: the tenements, the riots, the underworld, the brothels, the streets, the gutters, the stations, the separations, the reunions, the friendships, the rivalry, love, longing, despair...followed by final victory. And this heartwarming stayin' alive saga unfolds dramatically against the backdrop of Mumbai's underbelly, which stands by as a throbbing witness to the coming-of-age of its three protagonists, the three musketeers, Jamal Malik (Dev Patel), Salim Malik (Madhur Mittal) and Latika (Frieda Pinto).<br>
<br>
<div id='mvslider' style='display:none;'>movie",
"<div class='Normal'>For those who are hoping to find a straight biopic about the legendary singer, this one's definitely not the ‘Once there was Robert Allen Zimmerman aka Bob Dylan' kinda thing. It's stylish, staccato, surreal but never straight. So don't go looking for how and when Dylan wrote Blowin' in the Wind and you might just find all the answers floating in the text and sub-text.<br>
<br>
Dylan himself strikes the note of the film when he confesses in a smoke-laden moment of introspection: ``I accept chaos. I don't know whether it accepts me.'' And the chaos theory prevails as you try and keep pace with the sundry versions of the singer played by different artists.<br>
<br>
The story begins with a boy Bob Dylan who calls himself Woody Guthrie and already displays the trappings of the vagabond sage who learns his first lesson from a kind old woman. She tells him to sing about his times. And times, they are a 'changing. So there you have Dylan, protesting against everything that's wrong in society and politics.<br>
<br>
Sometimes as the Greenwich Village folk singer, Jack (Christian Bale) and sometimes as Robbie (Heath Ledger), the family man struggling through a marriage marred by Vietnam, apathy, angst. The most notable avtar however is that of the androgynous Jude, played to perfection by Cate Blanchett. Blanchett encapsulates the restless energy and the high anxiety of the artist, like never before. Somehow, all his songs make so much more sense after Jude desperately wrings his hands and declares: ``Protest is all I do...Who cares what I think? I'm not the President. I'm just a storyteller.'' Dylan fans, do not miss.<br>

",
"<div class='Normal'><strong>Story</strong>: Baillie Walsh's this dramatic film begins on a promising note. As the opening credits start rolling, the music played in the background soothes your heart and the visuals of the enchanting friendship shared between two young boys make you nostalgic. As the song progresses the director impressively contaminates the existing serene ambience by flashing visuals of an ageing Joe (Daniel Craig) having a night of three-way sex and cocaine orgy. At the crack of dawn, we see Joe sprawled on his bed... lying naked (wonder if the scene will make it to theatres here in India) as an aftermath of the drugs filled orgy and we get a cue that the man is leading a troubled life and needs help.<br>
<br>
<strong>Review</strong>: As we'd expect, Joe happens to be an ageing movie star whose career is going to dogs, owing to his own eccentric behaviour. He uses a concealer to hide his dark circles but finds it unable to hide his regrets. He leads an isolated life in his plush Malibu mansion and avoids reminiscing his past until his friend Boots dies. On getting the news Joe finally sets off for a journey that takes him back to his inglorious past and here is when the 'flashbacks' begin without Daniel Craig but actor Harry Eden playing the lead instead.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2"
"<div class='Normal'>1928. A single mother (Angelina Jolie) in Los Angeles returns after a hard day's work to find her son missing. Like any law abiding citizen, she takes the recourse of law and goes to the LAPD with her problem.<br>
<br>
And like any tax paying citizen, she believes the police department will find her son the sole lifeline in her vapid life someday, even though its five months now since he disappeared. Culpable Jolie. Confused Jolie. She somehow got it all wrong. For how can the cops solve her problem, when they were the problem themselves.<br>
<br>
Familiar story? Well, Bollywood may have milked the corrupt cop story dry by now, but for Clint Eastwood, it's a tale that needs to told with all the characteristic anger, pathos and power that is part and parcel of his oeuvre.<br>
<br>
And like Million Dollar Baby, this time too, he finds an unsual female protagonist: a frail, vulnerable, genteel lady who takes on the might of the powerful police department, when other well-meaning townsmen have failed. these include, John Malkovich, the preacher, who has been campaigning against their cruel, brute force in his radio shows.<br>
<br>
The problem begins when the cops claim to have solved the mystery and deposit another little boy in Jolie's care, even though she insists he's not her son. When her protests get too loud, they put her in a mental institution for her share of the One Flew Over the Cuckoo's Nest crunch.<br>
<br>
Running parallel is another track of a psychopath who seems to have a fondness for axing kids in a chicken coop. Jolie's son may have been a victim too, but Jolie's fight isn't just that of a mourning mother. For her, it's a larger cause, where justice must prevail for all her newfound friends: the women who have been incarcerated in mental homes due to police brutality.<br>
<br>
Jolie may have lost out on the Golden Globe for her wide and wet-eyed portrayal of the crusading mother, but the Oscar buzz still remains. The film has been directed as a detailed period piece about an age when no one thought of photographic evidence or DNA testing. Yet, despite its gritty overtones, this one falls short of Eastwood's other highs, Unforgiven and Million Dollar Baby.<br>

",
"<div class='Normal'>The perfect match or Mr Sparky? Now that's a tough choice for a woman to make, specially when she knows it's time to settle down, happily, sedately, securely, ever after. Also, it becomes difficult if Mr Right translates into the congenial Colin Firth who promises a life full of neat answers and solutions.<br>
<br>
That's the dilemma that Agony Aunt, Uma Thurman must resolve on the eve of her wedding. Shouldn't be difficult, specially since Ms Thurman is a relationship expert and runs a successful radio show on How to Find a Suitable Man and Keep Him Forever! But when did love work on a formula?<br>
<br>
So, Thurman finds herself being irresistibly drawn towards the strange and winsome firefighter (Jeffrey Dean Morgan) who lives in an Indian-dominated Queens and celebrates Indian Bar Mitzvahs with gusto, besides accompanying her to the caterers and serenading her in the lift.Sweet, funny and romantic, this one isn't great; just good timepass.<br>

",
"<div class='Normal'>The film which opened the Goa IFFI and was premiered at Cannes, Blindness is an end-of-civilisation fable which is thought-provoking and topical in its indictment of declining social mores.<br>
<br>
The film uses blindness as a metaphor for societal disintegration. It focuses on the behaviour of a city spilling over with people who are losing their sight and are forced to survive in a sea of whiteness.<br>
<br>
Sightlessness spreads like an affliction and forces the city officials to put the affected people in a prison-like institution, where no one can see, except Julianne Moore.<br>
<br>
Soon, the makeshift hospital becomes a microcosm of a jungle, where only the fittest will survive and values might just end up as encumbrances in a free-for-all society.<br>
<br>
Can Julianne Moore use her sight to save her husband and her room mates from the animal-like predators next door? Is this newfound kinship better than the dysfunctional social relationships before? Is man actually bestial, when stripped down to the basics?<br>
<br>
Watch Blindness for a chilling dissection of the civilised world that we presume to have built around us.<br>
<br>
<br>

",
"<div class='Normal'>A real estate swindler (Rob Schneider) faces a prison sentence and is mortally scared of the louts that lie in wait for him behind bars.<br>
He has six months before he actually ends up with them, hence, he uses the time to learn some smart survival tips from a down and out martial arts trainer (David Carradine).<br>
<br>
End result? He ends up the biggest dada of them all.Funny, all the way, but only if you are ready for some low brow humour.<br>

",
"<div class='Normal'>The world shall be eternally thankful to George W Bush. Not for his botched up policies, ideas and ideology, but for opting to don the role of the First Joker rather that the First Citizen. Never have we laughed so much on the antics of a world leader who chose to be goofy even in America's bleakest hour. Remember 9/11 and how he held `My Pet Goat', a children's story book, upside down, while the airplanes pounded history!<br>
<br>
Well, Bush may be on his way out and what better way to bid him farewell than celebrate his Bushisms with a dash of Indianisms. The President is Coming is an amateurish, yet funny satire that not only lampoons Bush, but also takes a rib-tickling dekko at the stereotype of the Indian youth.<br>
<br>
Set against the US president's visit to India, the film is a behind-the-scenes of the US consulate which has been given the arduous task of selecting one suitable young Indian who will shake hands with Dubya. Needless to say, this fortunate (read unfortunate) Indian will be the sole representative of India's burgeoning youth population and will have to showcase the mantra of `India Shining-Rising-Rocking,' all in a split second.<br>
<br>
Enter, Shernaz Patel, the quirky, dominatrix PR agent who must select the chosen one with her assistant, the second-sexed Ritu Johnson (Shivani Tanksale). Enter too, the participants: an odd assortment of twenty-something Indians who have to pass a test of their physical and mental skills before they have their tryst with history. And, it's here the fun begins, as the wannabe Booker winner; Konkona tries to outwit the rest with her snooty pseudo-intellectual airs. Of course, she's no competition for the casteist-communal swadeshi MBA pass out, the Yankee-fied accent trainer, the bimbette desi Paris Hilton (Ira Dubey), the gay geek who wants a good wife and the earthy stock broker who believes money can buy everything, even a handshake!<br>
<br>
The film has a raw look and lacks finesse when it comes to production values. But there is a delightful tongue-in-cheek tenor running through it, which makes you overlook the unpolished feel and the loose editing. While George Bush himself is reduced to a bunch of raucous snores and a disembodied flick of the hand, India's famous Gen Xer's are themselves a bunch of nerds who think Colin Powell is Nelson Madela and Osama is Bhagwan Rajneesh.<br>
<br>
But in the end, despite their foibles, they are all lovable and recognizable, including the `communal' wannabe entrepreneur who ends up befriending the Muslim guard and applauding his Urdu poetry. Performance-wise, it's the uptight and complex-ridden Ms Konkona who walks away with laurels and laughs even as the film takes a healthy snigger at the desi self.<br>

",
"<div class='Normal'>BAZ Luhrmann is contemporary cinema's biggest, boldest maverick movie moghul. Having burst onto the world stage with Romeo and Juliet, his punkish adaptation of William Shakespeare, he brought back colour and melodrama to modern folklore with his stagey musical, Moulin Rouge. Australia, another magnum opus, is his ode to the pristine beauty of the continent down under, even as it creates a sweeping romance, with race as the leitmotif, reminiscent of Gone With The Wind.<br>
<br>
Set against the tumult of World War ll, the director shifts his drama to Australia, complete with it's characteristic slangs, lingo, cows, horses, farming, landscape, aborigines, celebrations, folktales, beer, the beef industry and above all, the dreams of the people who were affected by the fallout of history. And that's not all in Baz Luhrmann's Aussie continent. There's a good English First Lady, Lady Sarah Ashley (Nicole Kidman), who sets out to seek her husband and then to fight for his cause. In due course bumping into kangaroos, native women who are easy to get along with 'only if you try' and the Aussie cowboy, Drover (Hugh Jackman) -- also the trusted man of the husband. What follows is a love affair, a battle between cattle barons, the bombing of Darwin Harbor and a lesson in aboriginal acceptance. In short, there's something for each one of you out there.<br>
<br>
Cut to the performances. Nicole Kidman lives up to her image of the original Oz in Hollywood, not just as the aristocrat who is quite a looker, but also as Mrs Boss for the neither-black-nor-white folks in town. Reasons enough to overlook her ignorance at horse riding, singing, story telling and playing mom. Jackman too is a delight as the rugged and handsome Drover whom, 'no man can hire and no man can fire'.<br>
<br>
But stealing the show as a surprise element is the aboriginal boy, Nullah (Brandon Walters), right from his love for the rainbow song to the little magic and his connection with King George. In fact, as a perfect narrator, he ties the first half (the cattle drive), the second half (the bombing of Darwin Harbor), the all-through love story of Sarah and the drover together. All this and more, till he best sums up Australia: 'When in Australia, do not look, but see!'<br>
<br>
Indeed, a film that any film buff would love to see! And savour.<br>
<br>
<br>

",
"<div class='Normal'>THIS one's for all those into graveyard shifts at BPO units: Before they teach you their accent, ask them to learn about India. At least, you won't have the typically amrikan queries coming your way. Try these: Why do Indians call Chicaaago Chicago? Why do Indians shake their heads each time they need to say a yes or no? Why do Indians worship the goddess of destruction? Why do Indian roads have cows all over? Why do Indians work when Americans sleep?<br>
<br>
Life's a relentless question mark for products salesman Todd Anderson (Josh Hamilton) when he is sent to India to train his replacement. And giving the desi, chatpata reply is none other than the intelligent and focussed Asha (Ayesha Dharker) who tells the world that India rocks because this is where kids do not walk out of homes when in their teens, we don't hate our jobs and we don't hate our bosses. But the real Indianism, that's incidentally nothing less than a desi englightenment for Mr Todd is our very own bura-na-mano holi hai festival. So, does he mind the colour riot? Not all all. After all, hitting gulal ain't no different than a baseball game. Truly incredible...<br>
<br>
And truly incredible is the power of Incredible India. How? Well, desi cliches no longer seem to be cliches. Todd doesn't mind being called Toad by the humble desi, dancing to Bollywood tunes becomes the ultimate experience for him, the first dip in the nearby pond is nothing less than nirvana, the goddess of destruction is there for him to 'destruct in order to start a new cycle of life'...<br>
<br>
Last but not the least, a special mention for Puro (Asif Basra), at the local call centre who does not mind getting riled provided his boss takes the right meal at the right time and the topical undercurrent of the BPO industry -- China is the new India with 20 heads worth the price of one. But the heart of the film comes from Todd's blossoming relationship with the Asha. This time for her cardamom body odour and third-eye-power (the shakti of the bhartiya nari that lies in her bindi), her mantra of do-no-touch-me-in-public-in-india, her faith in arranged marriages despite her dalliance with Mr America.<br>
<br>
This one's surely for the spirit of Indiyeah!<br>

",
