"Cuerpo","Calificacion"
"<div class='Normal'><strong>Story:</strong> Centuries after the Gods won the mythic war against the Titans and sent them to the mountains to lead a life of imprisonment, a new evil threatens humanity.<br>
<br>
This time, it is the evil king Hyperion (Mickey Rourke) who unleashes his beastly army across Greece and dreams of world domination by laying his hands on the mysterious and all-powerful Epirius Bow. Hyperion might have unleashed his evil if the gods (Zeus) had not chosen a brave peasant, Theseus (Henry Cavill) to lead the war on behalf of the humans.<br>
<br>
<strong>Movie Review:</strong> Big Indian interest? Frieda Pinto. As the virgin oracle who gets maximum screen time amongst the female cast, this should have been reason enough for Indians to claim the film as their own. More importantly, the fact that she chooses to give up her celestial status for more earthly pleasures and falls in love with the brawny peasant leader,<br>
<br>
Theseus, should have added adequate spice to the proceedings. But the problem with Immortals is its garbled screenplay, its lacklustre, almost lifeless action cuts, making the film end up as a pale shadow of the mesmerising 300. Heavily imbued with mythology, the film fails to connect. And the fact that Frieda pitches in a frozen act makes you feel miserable. The only actor who breathes life on screen is the wicked, crooked Mickey Rourke.<br>
Rest? Too placid.

","2.5"
"<div class='Normal'><strong>Story:</strong> Paul Kemp is a journalist without a mission who moves from New York to work for a major newspaper in San Juan, Puerto Rico. It's only when he deals with the Peurto Ricans and the American expats there does he find a real purpose -- not just to write on, but a mission for life...<br>
<br>
<strong>Movie Review:</strong> Johnny Depp ostensibly made this film for his journalist friend Hunter S Thompson who wrote the Rum Diary, a novel, in the 1960s but could get it published only in 1998. More importantly, he committed suicide before the film could see the light of day. He essays the role of Paul Kemp, a journalist who applies for a job in the San Juan Star in Puerto Rico and manages to get it because he is the only applicant.<br>
<br>
Paul begins like any disinterested expat journo who is more interested in savouring the delights of the exotic Caribbean. He makes friends with the photographer who runs a side business fighting cocks and ex-journalist Michael Rispoli who has given himself up to a degenerated life of booze and drugs. Depp too swings along the Jack Sparrow way until he meets land developer Aaron Eckhart and his mistress, Amber Heard. Eckhart uses his journalistic skills to write positive stories on his land schemes, but it doesn't take long before Depp realises the exact motives of the scheming blackguard. Time for the boozing bohemian to change into a man with a mission and become the voice of the common man...a voice in red ink and rage.<br>
<br>
The film is rich in atmospherics and captures the 1950's Puerto Rico beautifully. The screenplay is however a bit muddled and confusing here and there. But Depp is first rate and not to miss out is Richard Jenkins as the editor-in-chief who breathes the editorial policy: that of the American dream. A sure scene stealer after Depp. Finally, Eckhart is his usual dependable self with Amber Heard in a smouldering avatar.

","3.5"
"<div class='Normal'><strong>Story:</strong> Sawyer Nelson is in search of a perfect friend when he bumps into a dolphin one fine day. But the dolphin's got its own problems to deal with. Will bailing the dolphin out... and giving it a new life make the two best buddies?<br>
<br>
<strong>Movie Review: </strong>It ain't as simple as it looks. This one surely calls on all young adults to a) socialise b) never give up.<br>
<br>
One is lonely and friendless. The other is friendly but lonely. So they are bound to meet. But not that easily when one's a human, the other a dolphin. How then do they meet? Young Sawyer Nelson (Nathan Gamble) is happy (and lonely) in his world of PS3s when he on his way back from school sees Winter's (the dolphin) tail twisted in a giant lobster's trap. Human instinct follows next: friendship and a call to the animal rescuers. But then life for Winter turns topsy turvey when it has to get rid of its tail. Time for artificial intelligence -- Sawyer gets the animal a prosthetic tail and teaches it how to swim too. As for Winter, she's done her part -- it's when Sawyer is all out helping, saving and teaching the dolphin to swim does he break from his introvert shell.<br>
<br>
And while all this happens, you just can't get enough of some moments to capture. Watch Sawyer and Winter bond. Indeed friendship has no language... just whistles could work wonders. Next is Ashley Judd as Sawyer's mother who fails to understand her son's isolation. In fact, there are times when you actually feel as helpless as she is. And lastly, it's none other than Morgan Freeman as Dr Cameron McCarth who stands out as a symbol of the never-give-up spirit till he finds the right tail to suit the dolphin. Had it not been for Nathan and Freeman, Winter would have been an all out winner in here.<br>
<br>
But strangely, Winter is still the real winner. She is the same dolphin, who a few years back, lost a tail and now functions admirably with an artificial one. Kudos to a sweet family film!

","3.5"
"<div class='Normal'><strong>Story:</strong> Working as a manager for a posh condominium in one of the prime locations of the Big Apple is perhaps the best job for Josh Kovacs (Ben Stiller). Or so it seems, till he realises the owner Arthur Shaw is a man of loot. He not only seems to be robbing his people of what they have, but also what they've saved for the future. Mission for Josh: to get someone like Slide, Eddie Murphy, who can help restore what is lost...<br>
<br>
<strong>Movie Review:</strong> Ironically more than the heist in this tower, it's the stopping all that heist that makes it worth a visit. What heist? Josh Kovacs works along with his team (including Casey Affleck) round the clock each day to impress their penthouse owner Arthur Shaw (Alan Alda) -- also a dealer of priceless modern art. But then what they do not know is that the FBI is on the hunt because Shaw is looting his employees of their pension and investment plans. Now that they know it, obviously they've got to stop it. How? Kovacs recruits a team to break into the apartment and steal all his money. But what they find is much more that they can dream of -- Shaw's most prized possession, a bright red 1953 Ferrari, once owned by Steve McQueen. The daunting task of course is to get the priceless car out of the penthouse which has no door and no elevators. And that's when the tower turns into one of chaos and comic confusion, courtesy Slide.<br>
<br>
If Eddie Murphy is the one who plans how to get that big red Ferrari out of the penthouse, rest assure there's enough for the funny bone in here. As Slide, he's someone quite familiar with crime sans the basic -- when you break into an apartment you don't talk too loud. Blame it on his petty street thefts. And that's the way he is -- a next door dude straight from the streets of Central Park who doesn't mind cussing quite often.<br>
<br>
Watchable not so much for how they plan to get the car out of the building, especially as the Thanksgiving Day Parade passes directly below, as much for Eddie Murphy doing what he does best -- curse and make you laugh.<br>
<br>
A fun film.<br>

","3"
"<div class='Normal'><strong>Story:</strong> Will Salas (Justin Timberlake) belongs to a new generation for whom time is money, literally. Anybody above 25 years has just one year to live unless he can buy time. He meets stranger Henry Hamilton who gifts him a century before committing suicide. Enter the Time keepers, the Intelligence Agency that fails to understand how a not-so-well-off Salas suddenly has a century gifted to him. Did he murder Henry? More importantly, what does Salas plan to do now that he has all that time in the world...<br>
<br>
<strong>Movie Review:</strong> Sensuous Olivia Wilde plays Justin Timberlake's mother, and she's fifty now while Justin's just turned 25. She's just one of the many inhabitants of this zombieland where humans stop aging at 25, but can live beyond that provided they can buy time. Yes, the idea is to keep recharging life -- an easy job for the super rich who already have a million years on them, but an expensive and tedious task for the unfortunate few. And that's where Will Salas (Justin Timberlake) comes in. The ghetto kid wants to save his dying mother but doesn't know how until he meets a stranger, Henry Hamilton one fine day, who gifts him a century before jumping off a bridge. Enough to put then-poor-now-uber rich man under suspect. Where did he get all that time from, they wonder. But even before you actually think you know it, you are irresistibly thrown into the riveting time warp...<br>
<br>
First there are day-to-day activities of the contemporary world translated into time: it costs a decade to book a suite, two hours is all you need to debit from life as toll tax or maybe a few seconds of life is what you pay for a night of sex. How? Swipe your wrist against the machine and time's debited from your account (read life). That's exactly what Justin's seen doing. Till he finds love in multimillionaire (she has untold centuries on her clock) Sylvia Weis (Amanda Seyfried), who helps him when on the run... and ends up falling in love. Naturally then, their motto is the same: to make the world an equal place. After all, why should the rich live forever, while the poor have to fend for every second. Time to rob time (read banks) like Bonnie and Clyde and distribute it like Robin Hood to the poor and needy.<br>
<br>
Now don't just watch this one for the buying and selling of time. First, watch for it Cillian Murphy as the selfish, sophisticated time keeper in a not-so-distant world where time is money. Second, watch it for those speedy car chases and crashes, gun shots and other adrenaline pumping stuff. Third, see it for Justin Timberlake who once again belts a fine and convincing performance perfectly matched with the understanding Amanda Seyfried. Next, it's some real moments in time: Olivia failing to making it to Justin by a nano second, Justin and Amanda ready to give up their last few seconds for each other in the final part now that time is love (you actually wish the two never time out), the fate changing win of Justin after a game of arm conflict. Fifth, watch it for the technique: You end up keeping a tab on how much time's left for all, courtesy the fluorescent green digital clock that keeps ticking off every century, year, month, week, hour, second... on every forearm. And if that's not all, finally watch it for some thought provoking questions: Why do we have to die? Why does the cost of living always go up and never down? Hasn't evolution been unfair to every passing generation? Quite real with all that current talk of the immortality gene for the rich. Intelligent cinema.

","4"
"<div class='Normal'><strong>Story:</strong> Kathy Bolkovac is a Nebraskan cop who is most willing to spread the good news in post-war Bosnia. Her mission, according to her, is simple: spread the message of peace and humanity. But before the message actually reaches out to the locals, there’s a dark world that needs to be crossed – a world primarily of human trafficking. Can Kathy break the barriers of the big, bad world and spread the message of humanity... especially when the dark kingdom is ruled by her own people -- private contractors from within the police force, the army and the diplomatic circle?<br>
<br>
<strong>Movie Review:</strong> It’s never been easy for a whistleblower. Even if the one in question is the real-life inspired character of Rachel Weisz. She plays Kathy Bolkovac, a former cop who once served as a peacekeeper in Bosnia and got on the wrong side of the U.N. for covering up a sex scandal. Now analyze this: They say domestic violence against Muslim women in Bosnia is something that ought to be confined to their homes; she says domestic violence is the most gruesome form of torture. They say girls in Bosnia selling themselves for sex are prostitutes out of choice; No reason to disbelieve, since the Bosnian Badlands have hit the headlines, time and again.<br>
<br>
So what are Kathy's option? Should she quietly continue her job for the fatter pay cheque or is it time to play whistleblower? The choice is clear for the steely woman with the fragile exterior. Specially when she realises complicity in crime lies at home too: amidst the evil old boy's club of men in uniform who run the country like their private fiefdom. Amidst the beauty of the snow covered fields does she find a human trafficking racket where girls are not just provided as objects of desire for the sex starved man, but to the very men in blue. Naturally then, no sooner does Kathy don the role of a whistleblower, the system works against her -- non cooperation, questioning senior officers, transfer orders, missing files and missing witnesses...<br>
<br>
Watch it for Rachel as a body of patience, calm, determination and composure even during moments of helplessness while she is stripped off her last power. Special mention: the only time she actually bursts into fits of rage against the system -- she questions the system, she questions humanity, she questions countries and their policies.<br>

","4"
"<div class='Normal'><strong>Story:</strong> Juanna and Michael are a picture perfect couple till Juanna thinks her husband's having an affair with eternal predator Eva Mendes. But before she can find out the truth, she bumps into her ex lover, Alex. Now will Juanna herself succumb to the situation? Love is a dangerous game...<br>
<br>
<strong>Movie Review: </strong>Welcome to temptation island... And meet the dashing, real estate guy Michael Reed (Sam Worthington) and his pretty wife Joanna Reed (Keira Knightley). Enter the husband's collegues, the sexy and focussed-in-the-boardroom (and outside) Laura (Eva Mendes). And like most wives, Juanna thinks her husband's in for an affair. Is that the only temptation? Not really for there's one in store for the wife also who bumps into her ex lover Alex (Guillaume Canet) when the husband's away. Time for the couple to test their loyalties. Not that easy, expecially when all this happens in New York...and the time limit is one night. But just when you think this one's going to be yet another romcom against the backdrop of the Big Apple, you feel a little surprised.<br>
<br>
That's because there is a sensitivity in the narrative and the performances are credible.<br>
<br>
So that despite deja vu, you don't despair with this finely crafted film.<br>

","3.5"
"<div class='Normal'><strong>Story:</strong> Katie and Kristi are two sisters who live happily in their house only later to realise there is an invisible third entity all through. What next? Time to befriend the paranormal. Simple? Not really....<br>
<br>
<strong>Movie Review:</strong> 2007. 2010. And now 2011. Ever since this low budget creep show hit the screen with its grainy footage of things that go bump in the night, the franchise has become a cult with serious fans waiting for the new one. This one's supposed to be a prequel to the earlier films and here too, except for a few scenes employing a hand-held camera, all the action is shown from three VHS machines: one in a couple's bedroom, one in the attic with the kids and a third attached to the base of a fan on the ground floor. Enough to capture mom Julie (Luaren Bittner) and her love making moments with her boyfriend, her daughters Katie and Kristi (in the year 1988) celebrating birthdays, talking to the invisible entity, befriending the ghost and ultimately being a victim of the not-so-friendly member of the house. Not to say there is just creaking and door slams sending a couple of chills down the spine. Consider this: a baby sitter jumping in front of a camera, a weird figure under a sheet... But then all is lost to the tedious intervals between each scary moment and too much of camera running into non-happening space and time.<br>
<br>
Works for a one-time watch.

","3"
"<div class='Normal'><strong>Story:</strong> Back in the seventeenth century, the inseparable trio -- the three musketeers -- give up their task of protecting the kingdom for reasons personal and professional. It’s the same time when young D'Artagnan moves to Paris to fulfill his dream of becoming a musketeer. The task before him is plenty: punish a beautiful spy within the kingdom, expose the cardinal and his evil motifs of capturing the French throne and ultimately diverting war within Europe. Does the wannabe musketeer manage to shoo away the inevitable alone? Or does it take a joint effort of the three original musketeers?<br>
<br>
<strong>Movie Review:</strong> We’ve read it all. And we’ve seen it all too. But this one’s a little different: Imagine Alexandre Dumas’ evergreen 1970 classic tale in a new avatar -- leather-clad scuba divers, sky battles in air ships, infra red beams, sword plays between troops on high rise buildings.... Just look at the musketeers -- Parthos (Ray Stevenson), Athos (Mathew MacFadyen) and Aramis (Luke Evans) -- as superheroes, and you might end up liking this one, especially when you realize the not-so-faithful-one lies within the kingdom.<br>
<br>
Nothing seems to get the three musketeers back into action after a sour love affair and a betrayal. Till they meet an aspiring musketeer D'Artagnan (Logan Lerman) who convinces them not just to get back into action, but also save the Queen (Juno Temple) from disgrace. Exactly where you get your dose of adrenalin. And exactly where you get a little disappointed. The special effects in 3D form don’t really keep you on the edge of your seat. Case in point: The fireball sequences and the theft of the necklace under UV rays. Ample scope wasted. Not to miss out, a word about the performances. If Orlando Bloom is villainous as Buckingham, Milla Jovovich's sultry Milady is devious. As for the musketeers, their claim to fame in their own words: ‘We drink and fight troops and drink.’ Unfortunately, that’s what they are left doing except for the initial forty against four sword sequence.<br>
<br>
But then are we really complaining? Not really, for under the battle sequences and war machines, lies the more real and contemporary spirit of a musketeer: You’ve got to take risks in life, you’ve got to fail to rise, you’ve got to get into fights... and if you have to choose between honour and love, love it must be. Even now. An old story told with modern finesse.

","3.5"
"<div class='Normal'><strong>Story:</strong> Ally Darling (Anna Faris) is on the crossroads of life. Having just been fired from her job and broken up with her boyfriend, she hears about about a Harvard research which says that women who have had 20 sexual partners before marriage might never get married. Why? Men are wary of them. Well, Ally's already had 20 boyfriends and life doesn't seem too good, until she begins to see her bohemian neighbour (Chris Evans) in a new light. Hope beyond the tunnel?<br>
<br>
<strong>Movie Review:</strong> Anna Faris seems to have a natural flair for comedy and fits into the shoes of a rom-com actor, almost perfectly. Her sundry musings on her sex life and her future prospects make for some amusing moments, as do her attempts to ferret out all her old boyfriends so that she can settle down with one of them, without having to cross the dreaded figure of 20. The fact that she enlists the support of her quirky neighbour, who believes only in one-night stands, adds to the fun and games. The chemistry between the two has a crackling sheen to it.<br>
<br>
<br>
<br>

","3"
