"Cuerpo","Calificacion"
"<div class='Normal'>RASHOMON, did anyone say? Oh puhlease! let's leave the classics alone. 'Coz Hollywood is perfect as pulp fiction and there's nothing wrong with that.<br>
<br>
The American President goes to Spain to attend an anti-terror conference and ends up a victim of a terror plot himself. The busy-body intelligence agencies sniff the plot and send a double to take the bullet as he steps forward to address the restless crowd. But it's the US intelligence, remember and they rarely get their statistics right when it comes to weapons of destruction. Hence, even as the POTUS thinks he's safe, coccooned in a high-security hotel, masked intruders kidnap him at gunpoint, bundle him in an ambulance and head for an undisclosed destination, through the crowded streets of the bustling town. Hey, but didn't these Morrocan terrorists do their homework on the fearlessness of the American cop who can save the Prez, even if bullets fly, bombs explode and the cityscape crumbles...<br>
<br>
This time, it's Dennis Quaid who plays dare-devil cop, but that's just one part of story. The more interesting parts are the eight versions of the assassination attempt, as the event is told -- and re-told -- through the eyes of the different people who were present there. You can even view the hungama through the eyes of a pretty little girl who loses her mama in the melee, when all she wanted to do was to enjoy an ice-cream.<br>
<br>
Interesting. But just one query: what was Sigourney Weaver doing in a split-second scene?<br>
<br>
<br>

",
"<div class='Normal'>HANNIBAL Cannibal sit back, Sweeney Todd and his piping hot meat pie missus are here. And they do the human morsel munching, better, bolder and bloodier than Anthony Hopkins cheek-chewing act in The Silence of The Lambs.<br>
<br>
At the outset, it would be only fair to warn the viewer that there is nothing, simply nothing, uplifting nor enlightening in this bleak black comedy about one man's revenge against a world that robbed him of his wife and child. Ethically, the film is an extreme low-life experience as it plots the moral degradation of a man who has gone mad with his anguish and lust for revenge. Adaptated from Broadway's bloodiest musical, Tim Burton's celluloid adaptation is both bleak and brilliant, despite sending out all the wrong messages and serenading the cult of the macabre. But when was cinema meant to be a moral science lesson; and hasn't the anti-hero become more appealing than the messiah.<br>
<br>
Hence, the importance of Sweeney Todd, the razor-sharp barber of backstreet London, who displays how rage can turn a gentle soul into a demon and sorrow can transform a sensitive soul into a soulless killing machine. And it takes the talent of Johnny Depp to create a towering character out of a cold-blooded killer who slits the throat of his customers instead of giving them a shave and sends them down through a chute to the pie shop below. Why? So that his landlady, the fiendish Mrs Lovett (Helena Bonham Carter) can mince them up for her succulent meat pies which have become the rage of impoverished and hunger-stricken London. The enigmatic duo see nothing wrong in their devilish deeds, because Mr Todd is doing it for revenge (his family has been ruined by an unscrupulous judge, Alan Rickman), and Mrs Lovett's doing it for love (she adores the anguished barber and wants him any which way.)<br>
<br>
We recommend this extreme barbarism, only because of its artistic excellence -- London landscaped like Charles Dickens described it -- and for the fact that it depicts evil with an integrity too. There are no apologies for the unmitigated blood-letting and the tone is non-judgmental as the film descends into the very dregs of the human psyche. What's more enthralling are the performances by the lead players (Depp and Bonham Carter) who are never abhorrent, despite their vile acts. And the fact that they do their own singing in this musical only adds to the histrionic's show. Watch it, for this might be the funkiest freak show in town.<br>

",
"<div class='Normal'>IT takes 11 and a half minutes of the film to come up with its first dialogue: `There she is!' Our protagonist Daniel Plainview (Day-Lewis) who has been assiduously digging into the bowels of the earth finds his hidden treasure: silver. That seems to set the note of this art house investigation into America's twin towers: oil and religion. It's reticent and diligent and grows on you. Although a turn-of-the-century account of a miner's growing fortunes as he taps the oil-rich Californian reserves and comes in conflict with the local godman, the film is relevant even today. Simply because America hasn't abandoned its obsession -- with oil and God -- till now.<br>
<br>
It's an epical portrayal of a not-so-nice man who grows into the archetypal capitalist, buying up all the land without bothering about the people who inhabit it. So much so, he even loses interest in his son after the kid is injured in an accident and ends up a tortured, mangled soul, instead of the astute business partner he was grooming him to be. Plainview plainly lacks humanism and is powered only by an unlimited greed for money as he bleeds the community of Little Boston dry. He dreams big and hopes to set up a pipeline to transmit his abundant supplies of oil without sharing his profits with the shipping companies, but dreams don't always come true. Specially when there is the local godman who wants a share in the oil money to augment the power of the church. So what if he's transforming religion into drama too, with his hysterical exorcisms and healing rituals....It's a disturbing picture of America's rise to power. Because if people like Daniel Plainview powered it to superpower status, the nation doesn't really have a happy past to reflect upon. Watch it for Anderson's eye for detail and for Daniel Day-Lewis who lends grandeur a period charm to Plainview despite his questionable motives.<br>

",
"<div class='Normal'>GEORGE Clooney has perfected the role of the tormented insider by now. Time and again, he has displayed his skills at delineating one of Hollywood's favourite characters: the insider-turned-rebel who wants to clean up the mess he has partly created. So you see him moving from cold complicity to seething anger and final rebellion, all with the characteristic Clooney charisma, almost reminiscent of what Matt Damon has done with Jason Bourne, the renegade agent on the run.<br>
<br>
Here, he plays a `fixer' in a law firm who basically sees himself as a `janitor', since his job entails a lot of cleaning-up behind the scenes to ensure the high-powered clients win, any which way. Doesn't matter if they are guilty or not, the moneyed must always go scott-free, for what are legal eagles for. So, everything's fair in biz and war, even defending a corporation that is being rightly sued for poisonous pollution. But only until Clayton's friend and mentor (Tom Wilkinson) gets the conscience call. Time for Clayton to discover the hero within and stop sleepwalking through his monotonous life that is as drab as his power suits and his poker games.<br>
<br>
Reminds you of Erin Brokovich? Right. The film has the same premise about guilty-as-hell gargantuan corporations that can be brought down on their knees by something as simple as a conscience break. The narrative does get somewhat dense, here and there, but leave it to Clooney to carry you through this legal maze that takes a detour into the character's personal hell -- his tangled private life -- too.<br>

",
"<div class='Normal'>IF you loved The Devil Wears Prada, rest assured, you will like this one. Because both the films follow the same storyline. They view the lives of the She-Devils (the super-rich, supposedly insensitive, high-society miss) through the wide-eyed innocence of young, working class girls. And come up with similar conclusions: The b***hes aren't really bad; the devil wears Prada and a heart on its sleeve too!<br>
<br>
College grad Scarlett Johansson faces her first interview question: So who are you? That's an easy one, she smiles and begins to answer it. But hey, what's this, she stammers, stutters and realises she doesn't know who she is. She walks out of the interview and sits in Central Park, wondering what comes next. Abracadabra! She saves a boisterous kid and ends up as a nanny in a swanky Manhattan house, taking time-off to discover who she really is. Isn't an easy search, specially when her employer (Laura Linney) is the perfect boss -- absolutely and irrationally demanding. And the family is a completely dysfunctional one with a husband who likes to get touch-feely with the hot nanny.<br>
<br>
Add to this, a rich neighbour who likes to send her roses and a mother who likes to see her daughter in power suits instead of a domestic help and you have some nice dramatic tension to rev up the show. Johansson tries hard to don the plain Jane look, but can't keep the cute-cool girl away for long. Quite natty, this little nanny.<br>

",
"<div class='Normal'>NO prizes for guessing who is a jumper. Really, it's just someone who can jump. Only this time, the jump can take you from Manhattan (or some place in the US) to the Colosseum, in just a flurry and a flash. They call it tele-kinetic transportation which sees our young hero jump away from his messed up life whenever trouble is in sight. Having discovered the genetic mutation in him as a kid, he uses his power not the Spidey way. No saving the world business for our Daniel (Hayden) who just wants to jump into banks, rob them and then whiz off to exotic locales. But he's a hero, remember. He needs to do something good atleast, like saving his high school sweetheart and himself from a gang of exterminators who have just one mission: they want to hunt down the Jumpers and kill them because they believe only God can be anywhere and everywhere at all times, not humans. A sad-looking Samuel L. Jackson heads the terminator squad and doesn't really know how to jumpstart this dead role.<br>
<br>
Give us the real jumpers -- Spiderman, Batman, Superman or Neo (Matrix), anyday.<br>

",
"<div class='Normal'>THIS is crazy, zany and absolutely delightful Disney fare that is determined to light up your evening with its brilliant re-writing of the quintessential fairy tale. Part feature and part animation, Enchanted airlifts Snow White aka Giselle (Amy Adams), Prince Charming aka Edward (James Marsden) and the wicked stepmom aka Queen Narissa (Susan Sarandon), armed with her poisoned apple, straight onto Times Square. And strangely, there are no air pockets in this seamless adaptation of the timeless Snow White legend into a modern-day romance, where the airy-fairy princess tries to prove that happily-ever-after isn't a pop-up bookish truth alone. It can happen even in singleton-obsessed Manhattan....<br>
<br>
Of course, the film wouldn't be enchanting if there wasn't a twist in the tale. When the dreamy-eyed animated character Giselle meets her Prince Charming and is all set to marry him, she is pushed into a deep well by her prospective mom-in-law, only to emerge out of a man hole in Times Square, as a living breathing human. She roams around the streets of New York, waiting for her prince to rescue her and ends up with a dreamy divorce lawyer (Dempsey) who is divorced himself and has a little daughter. No prizes for guessing where the new love story begins....But before Giselle can find her true love, she must consume the poisoned apple, talk to her chipmunk friend and battle the feisty, fire brand and deliciously evil Queen, who follows her to NYC. Of course, first she tries to keep a watch on her through all kinds of magic mirrors: soup bowls, wine glasses, but then tires off and takes things in her slimy hands. Time for the film to fly off far beyond the realms of imagination....<br>
<br>
Go, have a ball, literally.<br>

",
"<div class='Normal'>IT'S sweet, it's shmaltzy, and it's completely endearing. Primarily because the story comes straight from the heart, dealing with the attempts of a young orphan to find his parents he's never seen, with the only weapon he has: the musical compass within. Like our very own Ishaan Awasthi, August Rush is a special kid, gifted with a prodigious musical talent, and equally lonely.<br>
<br>
And it is this internal rhythm -- the music that he hears within -- that tells him he will one day find his parents, who are musicians too. He lands up in New York and finds a greedy guardian in Wizard (Robin Williams), a Fagin-like character who discovers the child's gifts and tries to use him to make a quick buck. But August isn't an ordinary kid and follows his own drums...which lead him to Central Park, where he manages to magically connect with his parents, who had also been enstranged after a clandestine encounter.<br>
<br>
Truly dreamy, with loads of great music and stunning visuals, this is predictable, yet watchable fare. More importantly, it's Charles Dickens, revisited, albeit as a musical.<br>

",
"<div class='Normal'>TWO families try to cope with tragedy, guilt and revenge in this serious drama which does have its moments. Joaquin Phoenix and wife Jennifer Connelly are returning home after wowing their young son's cello performance at a concert. They stop at a gas station and end up losing their son who is accidentally hit by Ruffalo who is rushing back to drop his own son at his ex-wife's house. Now Ruffalo should have stopped, but he simply drove off. So that, even as one family grieves over it's loss, the other is overburdened by guilt.<br>
<br>
It's an interesting study of how people cope with sorrow and responsibility in their lives.<br>

",
"<div class='Normal'>SURELY it takes more than McConaughey's pecs and Kate Hudson's contours to create a film. Yup, it takes Donald Sutherland's crisp comeback after a long-long gap to make you sit up in this run-of-the-mill adventure flick.<br>
<br>
McConaughey is the treasure hunter who sets out to find the legendary Queen's Dowry treasure chests which were lost at sea in the 18th century. It's a search that sees him re-igniting his romance with his enstranged wife (Hudson) who is also a bounty-hunter and wants to find the treasure too. More importantly, the adventure sees them joining hands with the bored billionaire Nigel Honeycutt (Donald Sutherland) who has a bonding problem with his bimbo daughter Gemma (Alexis Dziena). Add to this a mobster and his henchman bumbling through the treasure trail and you have an average time-pass affair to opt for. Quite unlike Tennant's stylish romantic film, Hitch.<br>
<br>
<br>
<br>

",
"<div class='Normal'>FUNERALS can be funny. That's a lesson we learnt from Hugh Grant and his friends in the smart Brit comedy, Four Weddings and a Funeral, some years ago. But this time, there are no laughs; just an attempt at crude humour.<br>
<br>
Deadpan Daniel wants to have a dignified funeral for his dad, but soon realises this isn't a simple wish that can be easily fulfilled. Not when he has a bunch of relatives and friends who think normal is boring and a stranger who turns up uninvited, insisting he's a `close' friend of the deceased. End result? There's a naked man on the roof doing strange things after ingesting drugs, a moron who tries to cook up a romance in the desultory surroundings, a dwarf who ends up alive in the dead man's coffin and a harried son who thinks his father was exceptional and deserves a decent funeral.<br>
<br>
A dour attempt at comedy, this one doesn't tickle you laugh anywhere.<br>
<br>
<br>

",
"<div class='Normal'>TIME for Hollywood's favourite gangster, the Italian mafia, to fall back and give way for the all-American gangster: Frank Lucas, the black mobster who ruled New York in the 1970s. And like the Al Capones and the Corleones, this drug overlord is less of a criminal and more of a benevolent godfather to his people: his family in North Carolina and the black community in Harlem.<br>
<br>
<div id='mvslider' style='display:none;'>movie",
"<div class='Normal'>A bunch of tourists decides to take a bus through the backwaters of Brazil and realise that it's all truly bush beyond America and Europe. In the outlawed world, there is death, disaster and decadence waiting at every crooked nook and corner.<br>
<br>
Actually, this is quite a blinkered view that only reiterates touristy myths about exotic tourist haunts. After a bus accident, the bunch of white tourists ends up in a desolate house where a maut ka saudagar awaits them, scalpel in hand. “It's payback time,” Doctor Death tells the tourists and begins to slit their bodies for their organs which he wants to put into sick and dying Brazilians.<br>
<br>
This blood and gore fest, which unfolds either in an underlit house or the dark underwaters of the Brazilian sea shore, is simply barbaric.<br>
<br>
<br>

",
"<div class='Normal'>THERE'S a serial killer in town who, like all serial killers, loves to try his art work on young girls, before slashing them up. This time, he abducts young Aubrey Fleming (Lindsay Lohan), a pianist and a promising writer, and leaves her mother (Julia Ormond) and friends completely distraught. But hey, what's this! Aubrey returns, minus a hand and leg and insists she's not Aubrey, she has no mother, no boyfriend who loves blue roses, just a seamy job as a pole dancer and a lonely, unloved life. So who's the psychopath and what's he done?<br>
<br>
Follow Lindsay Lohan as she takes you through dimly lit bars, bloody bath tubs, blue weapons of destruction and ingenious means of torture. Add to this a sentimental family track and you have decent time-pass cinema.<br>

",
"<div class='Normal'>Alien vs Predator carry on their intergalactic confrontation in suburban America, and those who have been waiting for it finally get to witness facehuggers, alien hybrids, and the dreadlocked Predator wreak some homeland havoc.<br>
<br>
<div id='mvslider' style='display:none;'>movie","2"
"<div class='Normal'>Want blood. See blood. And how? Vietnam war veteran John Rambo returns on a rescue mission, this time in Myanmar, and spills guts in all his former glory. If you pay close attention, you can even catch a head been blown away, a body splitting into two and a stomach being sliced to bring out the insides. All this bloodletting obviously is orchestrated by our hero who doesn't twitch a facial muscle nore register a flicker on his brow. Ekdum bindaas!<br>
<br>
For all those who got hooked on to Rambo's exploits in First Blood, his Fourth Blood heroics may bring back nostalgic memories of a cold and clinical killing machine that killed for country, honour, justice and the rest. This time, he comes back from semi-retirement, as he did in the recent Rocky film, and joins a bunch of Americans who want to supply relief to an endangered tribe, hounded by the military junta. But that's just a pretext for our all-American hero to create an All-American film where the Myanmar natives are ruthless and mean and the bunch of white guys are heroes and vigilantes. And the white woman? Ah well, she's meant to be held captive and wail through the violence.<br>
<br>
Forget the old-fashioned story-line. The Rambo franchise is only meant to make you dizzy about dishum-dishum. It does.<br>
<br>
<br>

",
"<div class='Normal'>Good kidstuff. Three adorable chipmunks find refuge in a loser songwriter's house when their favourite tree is cut down. Now these aren't ordinary rodents but are real rockstars who end up turning the fortunes of down and out David. They lend their funky voices to his songs and turn them into chartbusters overnight. Soon their videos are spilling over YouTube and our new age band is selling stuff, signing autographs and going the celeb way.<br>
<br>
End of the story? Nope. Chipmunks Inc isn't ecstatic anymore because they realise there are some things that money just can't buy. Like David's love and their dream to settle down as family with him. Like all sweet American films, this one too serenades family values as invaluable, transcending money, glamour and the glitzy glutton's life.<br>

",
"<div class='Normal'>A bunch of girl thieves decide to rob the Federal Bank of some of the millions that have been piled up for the shredder machine, because as the gang leader Bridget (Keaton) insists, this is just recycling, not stealing. And they do it with panache, since they work there and know how to hoodwink security. Keaton's a janitor who needs the money to pay back her huge debts.<br>
<br>
Latifah's the shredder who dreams of sending her sons to expensive private schools. And Holmes is the cart girl who wheels the old money bills while craving for a better life.<br>
<br>
It's a coming together of three oddballs who dream the American dream and see nothing wrong in achieving it any which way.<br>
<br>
Of course, this isn't quite the best from the big guns like Keaton and Queen Latifah nor is it hot enough for Katie Holmes. But moments of spunk suffice to carry the film through, with Keaton leading the bratpack through some heady mayhem.<br>

",
"<div class='Normal'>Treasure hunter Ben Gates (Nicholas Cage) is back to fumbling his way through history in search of hidden truths, once again. This time, he's got to hunt down Abraham Lincoln's assassin.<br>
<br>
Of course, we all know it was John Wilkes Booth who did it. But mysterious man Ed Harris lands up in one of Cage's lectures with a mothballed piece of parchment from Booth's diary that declares Booth's had an accomplice. And this bad guy happens to be none other than Nicholas Cage's ancestor.<br>
<br>
Oops! Skeletons from the Gates' cupboard, huh? Time for the entire Gates family to get together and salvage the family's honour, even if it means breaking into the White House, kidnapping the President and rebuilding broken family ties. For Mama Gates (Helen Mirren) and Papa Gates (John Voight) have long been estranged, while Ben himself has a troubled relationship with girlfriend Abigail (Diane Kruger).<br>
<br>
Loads of insipid rummaging through history's memorabilia followed by some uneventful trips to discover a forgotten city of gold don't actually make for a thrilling adventure. Surely, Oscar winner Helen Mirren must be squirming at this strange miscast, even as Nicholas Cage must have realised he desperately needs to reinvent himself for survival.<br>

",
"<div class='Normal'>The film is supposedly an imaginary biography of noted photographer Diane Arbus who lived in New York in the 1950s. But what emerges is a highly imaginative portrait of a woman who turned her back to boring domesticity and found a new vision with her friend and neighbour, Lionel (Robert Downey Jr) who introduced her to a whole new world of marginalised, uncommon, extraordinary people. These were in stark contrast to the bored, smiling portraits which her husband photographed, while she stood by as a mere assistant and patted lipstick on the models.<br>
<br>
The story moves along the pattern of the Beauty and the Beast fairy tale, where the buttoned-up Arbus is irresistibly drawn towards her freak neighbour who is strangely covered up in fur. But it is behind the fur that Arbus discovers a friend and soulmate who helps her transcend the binds of 1950's propriety and discover both herself and a whole new world of free birds.<br>
<br>
The film has a slow, languorous pace which might put off many, but for those who like a different cinematic experience, Fur could end up as engaging cinema. So what if Nicole Kidman whispers through most of the film. Her eyes say it all, as does her body language.<br>

",
"<div class='Normal'>The FBI sure does seem to have fallen on bad days. It needs to take the help of a seedy ping pong player to find out all that's wrong with ping pong. Ping pong rather than the affairs of the nation? Yeah, Christopher Walken is an erstwhile ping pong champ who never finished his training because he was a bad guy. So, now the bad guy is running a tournament where death is the penalty for losers who end up as dust jars on weirdo Walken's mantelpiece. The FBI's new mission is to bust this championship of death and the only guy who can help them is the unsuitable boy, Randy Daytona (Dan Fogler).<br>
<br>
Now, Randy may be an ex-champ too, but he's all rusted and busted now. So before he joins the FBI as part-time help, he must spruce up is act by training under the blind master and his beautiful niece (Maggie Q) who treats ping pong like ballet. Of course there's romance round the ping pong table, but it comes in dribbles. Just like the humour which flows in half-measures as Daytona takes on his rivals and demolishes them in his characteristic clumsy manner.<br>

",
"<div class='Normal'>Nevertheless, the film is a worthy follower of the Potter formula where a teen sets out to save the world with her magical powers. Thematically too, the film based on Philip Pullman's trilogy, His Dark Materials, has larger ethical overtones as it unleashes a debate on authority versus free will. Lyra's universe is controlled by the authoritarian Magisterium which tells people what to do, thus leaving no scope for the daemons (the free spirit that tags along each human) to express themselves.<br>
<br>
In order to banish the daemons (read free will) completely, they have unleashed a sinister programme where they abduct all the children and programme them in human labs, so that they emerge minus the power to dissent. Quite quite in keeping with the Orwellian prophecy....But Lyra is a strong-willed girl who defies the mysterious Ms Kidman who wants to use her magical powers to master the multiple universes. Fleeing from her captor, she finds a comrade in a giant polar bear who will lead her further in her crusade. But more of that in the next sequel.<br>
<br>
And that's the problem with Golden Compass. It's open-ended and quite unnerving, leaving the viewers a dissatisfied lot. All the special effects lead up to almost nowhere, as Lyra sails off into the horizon and promises to save the world somewhere in the future. Gawd! Who waits for Godot! As for Daniel Craig, poor Mr Bond is hardly there. Are we to rest content with two and a half scenes of this particle physicist who chases dust as his life's mission? Disconcerting, again. But watch it for its spectacle.

",
"<div class='Normal'>Six members of a book club use the novels of Jane Austen to set their own tangled love life in order. So what if they are modern metrosexuals, cosmosexual and contrasexuals guys and girls, leading post-modern lives. The retro-English artfulness that Austen patented in her man-woman relationships seems to work magic in all ages. Go find an Emma, a Darcy in this contemporary homage to Austen's sense and sensibility. A must for all Austen-philes.<br>

",
